Tiempo,Xcom,Ycom,Zcom,x_robot,y_robot,z_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,Xzmp_Juanlo,Yzmp_Juanlo,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp_Loli,Yzmp_Loli
86.93,0,0,103.66,0.40,-0.18,-9.78,178.91,-2.35,23.80,0.33,0.17,-9.73,-0.16,0.56,-0.36,0.32,0.14,0.87,52.24,-18.75,0.31,-10.69,-250.55,98.63,121.68,10.17,48.59,-38.54,-6.53,61.10,-287.38,-64.37,217.55,15.13,75.26,18.27,29.25,-8.19
86.96,0,0,103.66,0.40,-0.18,-9.78,178.91,-2.34,23.80,0.45,0.14,-9.83,-0.02,0.39,0.44,0.32,0.14,0.87,52.48,-18.56,0.25,-10.48,-250.14,98.56,121.65,9.95,48.65,-38.59,-6.05,61.41,-287.59,-64.34,217.36,15.26,75.17,18.23,29.25,-8.20
87.00,0,0,103.66,0.41,-0.18,-9.79,178.91,-2.34,23.81,0.56,0.21,-9.74,0.29,0.67,-0.76,0.32,0.14,0.88,53.59,-18.62,0.23,-10.77,-250.55,98.54,121.69,10.10,48.59,-38.49,-6.27,61.20,-287.54,-64.79,217.36,15.28,75.17,18.40,29.20,-8.09
87.02,0,0,103.66,0.40,-0.18,-9.79,178.92,-2.34,23.81,0.26,0.17,-9.80,0.15,0.07,-0.13,0.32,0.14,0.87,52.80,-18.56,0.33,-10.62,-250.34,98.58,121.65,10.02,48.62,-38.55,-6.84,61.45,-287.11,-64.29,217.38,15.43,75.25,18.24,29.26,-8.22
87.05,0,0,103.66,0.41,-0.17,-9.79,178.92,-2.34,23.81,0.47,0.15,-9.89,-0.41,0.25,0.34,0.32,0.14,0.88,53.92,-18.12,0.31,-10.69,-250.34,98.52,121.69,10.10,48.63,-38.53,-6.73,61.18,-286.69,-64.09,217.70,15.73,75.48,18.22,29.38,-8.23
87.08,0,0,103.66,0.42,-0.17,-9.80,178.93,-2.33,23.81,0.44,0.22,-9.84,0.43,-0.14,0.30,0.32,0.14,0.87,54.73,-18.16,0.39,-10.71,-250.19,98.63,121.73,10.17,48.69,-38.59,-6.61,61.63,-286.90,-64.52,217.67,15.13,75.42,18.32,29.38,-8.19
87.11,0,0,103.66,0.43,-0.17,-9.80,178.93,-2.33,23.82,0.48,0.21,-9.88,-0.02,0.33,0.14,0.32,0.14,0.87,55.25,-18.43,0.00,-10.43,-250.14,98.66,121.97,10.04,48.76,-38.63,-6.35,61.39,-286.11,-64.08,217.48,14.88,75.58,18.23,29.48,-8.29
87.14,0,0,103.66,0.42,-0.18,-9.81,178.93,-2.34,23.83,0.39,0.19,-9.82,0.07,0.49,-0.41,0.32,0.14,0.87,54.70,-18.56,0.23,-10.35,-249.93,98.64,121.88,9.97,48.78,-38.66,-5.99,61.27,-286.80,-63.68,217.42,15.48,75.41,18.06,29.42,-8.35
87.17,0,0,103.66,0.43,-0.17,-9.81,178.92,-2.33,23.82,0.53,0.17,-9.79,-0.32,0.29,-0.34,0.31,0.14,0.87,55.19,-18.31,0.08,-10.58,-250.19,98.70,121.92,10.19,48.74,-38.63,-6.21,61.51,-286.32,-63.74,217.48,15.26,75.54,18.09,29.45,-8.36
87.20,0,0,103.66,0.42,-0.17,-9.81,178.93,-2.32,23.82,0.32,0.18,-9.71,0.38,-0.42,-0.08,0.32,0.14,0.87,54.53,-18.47,-0.08,-10.35,-250.14,98.75,121.96,9.97,48.75,-38.68,-6.69,61.85,-286.69,-64.11,217.77,15.03,75.51,18.18,29.45,-8.31
87.23,0,0,103.66,0.42,-0.18,-9.81,178.93,-2.32,23.82,0.45,0.23,-9.81,-0.11,0.43,-0.56,0.32,0.14,0.87,54.96,-18.72,0.23,-10.50,-249.93,98.49,121.94,10.04,48.81,-38.59,-7.08,61.75,-286.27,-64.11,217.67,15.11,75.56,18.21,29.50,-8.27
87.26,0,0,103.66,0.43,-0.18,-9.81,178.94,-2.33,23.82,0.39,0.19,-9.83,-0.30,0.64,-0.25,0.32,0.14,0.87,55.52,-18.96,0.15,-10.73,-249.52,98.49,121.84,10.10,48.84,-38.64,-7.40,61.14,-286.85,-64.57,217.74,15.43,75.41,18.38,29.46,-8.15
87.29,0,0,103.66,0.43,-0.18,-9.81,178.95,-2.33,23.82,0.44,0.13,-9.88,0.12,-0.12,-0.19,0.32,0.13,0.88,55.93,-18.90,0.23,-10.50,-249.93,98.54,121.80,10.02,48.75,-38.61,-6.15,61.31,-287.81,-64.30,217.29,15.56,75.08,18.21,29.26,-8.20
87.32,0,0,103.66,0.43,-0.18,-9.81,178.94,-2.35,23.83,0.50,0.19,-9.90,0.01,0.50,-0.01,0.31,0.14,0.87,56.16,-19.04,0.17,-10.54,-250.34,98.67,121.64,10.02,48.60,-38.60,-6.45,61.79,-286.69,-64.37,217.71,14.90,75.50,18.27,29.37,-8.24
87.36,0,0,103.66,0.43,-0.18,-9.81,178.94,-2.35,23.82,0.32,0.26,-9.79,0.26,0.30,0.12,0.32,0.14,0.87,55.67,-19.43,0.17,-10.41,-250.76,98.58,121.74,10.02,48.56,-38.51,-6.47,61.75,-287.33,-64.15,217.72,15.33,75.34,18.16,29.27,-8.25
87.38,0,0,103.66,0.43,-0.19,-9.80,178.95,-2.34,23.83,0.54,0.23,-9.72,0.15,-0.21,-0.39,0.32,0.14,0.87,55.59,-19.72,0.39,-10.64,-249.93,98.39,121.76,10.17,48.75,-38.54,-6.45,61.16,-287.33,-64.39,217.19,15.65,75.15,18.28,29.28,-8.15
87.41,0,0,103.66,0.43,-0.19,-9.81,178.94,-2.36,23.83,0.44,0.19,-9.80,-0.41,0.85,0.28,0.31,0.14,0.87,55.61,-19.81,0.31,-10.71,-250.14,98.44,121.80,10.17,48.72,-38.52,-6.05,61.24,-286.96,-64.34,217.45,15.28,75.37,18.28,29.37,-8.17
87.44,0,0,103.66,0.40,-0.18,-9.81,178.94,-2.37,23.81,0.01,0.15,-9.80,0.62,0.13,0.33,0.32,0.14,0.87,52.98,-19.29,0.00,-10.50,-249.93,98.44,121.98,9.97,48.81,-38.57,-6.29,61.65,-287.54,-64.52,217.67,15.05,75.28,18.28,29.38,-8.16
87.47,0,0,103.66,0.41,-0.18,-9.80,178.95,-2.37,23.81,0.42,0.18,-9.70,0.11,0.05,0.14,0.32,0.14,0.87,53.38,-19.56,0.23,-10.60,-249.93,98.55,122.04,10.04,48.85,-38.61,-6.23,61.29,-286.74,-64.27,217.48,15.58,75.42,18.27,29.46,-8.22
87.50,0,0,103.66,0.41,-0.19,-9.80,178.95,-2.38,23.80,0.45,0.18,-9.80,-0.28,0.67,0.02,0.32,0.14,0.88,53.44,-19.76,-0.23,-10.54,-249.52,98.47,122.08,9.97,48.91,-38.64,-6.47,61.61,-286.48,-64.16,217.67,15.26,75.54,18.22,29.56,-8.25
87.53,0,0,103.66,0.41,-0.19,-9.81,178.95,-2.38,23.80,0.38,0.19,-9.79,0.29,0.38,-0.58,0.32,0.14,0.87,53.71,-19.83,0.08,-10.52,-249.72,98.55,121.98,10.12,48.85,-38.65,-5.73,61.75,-286.11,-64.50,218.09,14.45,75.84,18.36,29.67,-8.21
87.56,0,0,103.66,0.40,-0.19,-9.80,178.94,-2.39,23.80,0.20,0.22,-9.76,0.22,0.71,-0.06,0.33,0.14,0.87,52.39,-20.26,0.14,-10.46,-249.52,98.62,122.12,10.12,48.95,-38.71,-6.23,61.83,-286.53,-63.96,217.75,15.33,75.57,18.13,29.59,-8.32
87.59,0,0,103.66,0.39,-0.19,-9.80,178.94,-2.39,23.80,0.49,0.14,-9.77,0.12,0.18,-0.26,0.32,0.14,0.87,52.01,-19.90,0.08,-10.52,-249.31,98.45,121.98,10.12,48.93,-38.67,-6.73,61.55,-286.48,-63.90,217.67,15.71,75.53,18.14,29.56,-8.30
87.62,0,0,103.66,0.41,-0.19,-9.81,178.95,-2.39,23.82,0.46,0.18,-9.83,-0.03,0.45,-0.76,0.32,0.14,0.87,53.07,-19.95,0.23,-10.52,-249.93,98.51,122.04,10.04,48.85,-38.60,-6.57,61.63,-286.48,-63.89,217.78,15.71,75.57,18.13,29.53,-8.30
87.66,0,0,103.66,0.40,-0.19,-9.80,178.95,-2.39,23.82,0.32,0.18,-9.80,-0.23,0.43,-0.74,0.32,0.14,0.87,52.30,-20.16,0.15,-10.29,-249.52,98.49,121.94,9.97,48.88,-38.67,-5.73,61.57,-286.74,-64.27,217.71,14.97,75.54,18.25,29.55,-8.24
87.68,0,0,103.66,0.40,-0.19,-9.80,178.94,-2.39,23.81,0.46,0.19,-9.76,-0.04,0.54,0.12,0.31,0.14,0.87,52.40,-19.97,0.23,-10.52,-249.72,98.45,121.94,10.04,48.85,-38.61,-5.99,61.16,-287.38,-64.22,217.53,15.50,75.29,18.22,29.41,-8.20
87.72,0,0,103.66,0.40,-0.19,-9.79,178.94,-2.39,23.82,0.44,0.20,-9.82,0.02,0.20,-0.89,0.31,0.14,0.87,52.23,-19.95,0.23,-10.66,-249.72,98.49,121.84,10.10,48.81,-38.61,-5.99,61.27,-287.38,-64.01,217.15,15.86,75.16,18.14,29.32,-8.25
87.74,0,0,103.66,0.41,-0.19,-9.79,178.94,-2.38,23.81,0.62,0.25,-9.70,-0.43,0.14,-0.07,0.32,0.14,0.87,53.45,-20.28,0.31,-10.64,-250.34,98.43,121.80,10.02,48.68,-38.49,-6.82,61.37,-287.11,-64.38,217.37,15.58,75.25,18.28,29.28,-8.17
87.78,0,0,103.66,0.40,-0.19,-9.79,178.94,-2.38,23.82,0.44,0.20,-9.77,0.21,0.24,-0.54,0.31,0.14,0.87,53.00,-20.44,0.33,-10.62,-250.76,98.56,121.54,9.95,48.50,-38.48,-6.51,61.16,-287.38,-64.11,217.07,15.26,75.09,18.18,29.11,-8.22
87.80,0,0,103.66,0.42,-0.20,-9.80,178.94,-2.38,23.83,0.60,0.27,-9.90,-0.11,-0.24,-0.29,0.31,0.14,0.87,54.48,-20.87,0.87,-10.58,-251.12,98.64,121.36,9.95,48.39,-38.46,-7.22,61.31,-287.54,-64.39,217.08,15.50,75.01,18.26,29.01,-8.19
87.84,0,0,103.66,0.41,-0.20,-9.80,178.93,-2.38,23.84,0.25,0.19,-9.96,0.17,0.49,-0.03,0.31,0.13,0.87,53.39,-20.64,0.58,-10.77,-251.99,98.79,121.28,10.08,48.17,-38.37,-6.35,61.24,-287.33,-64.67,216.66,14.82,74.98,18.37,28.86,-8.14
87.88,0,0,103.66,0.41,-0.19,-9.81,178.94,-2.38,23.84,0.39,0.18,-10.02,0.20,-0.44,-0.04,0.32,0.14,0.87,53.36,-20.60,0.66,-10.77,-251.79,98.78,121.18,10.01,48.18,-38.40,-6.55,61.02,-287.17,-64.34,216.64,15.48,75.00,18.28,28.88,-8.20
87.90,0,0,103.66,0.42,-0.20,-9.82,178.94,-2.38,23.84,0.62,0.17,-9.97,0.21,0.25,0.39,0.31,0.14,0.87,54.30,-20.77,0.66,-10.90,-252.41,99.06,121.05,10.01,48.01,-38.41,-6.43,61.61,-286.53,-64.18,216.66,14.50,75.18,18.23,28.87,-8.30
87.92,0,0,103.66,0.42,-0.19,-9.82,178.95,-2.39,23.84,0.51,0.12,-9.89,-0.04,0.59,-0.21,0.32,0.14,0.87,54.36,-20.41,0.58,-10.54,-251.99,99.08,121.25,10.02,48.16,-38.50,-6.19,60.90,-287.22,-63.74,216.71,15.86,75.03,18.08,28.89,-8.37
87.96,0,0,103.66,0.42,-0.19,-9.82,178.96,-2.39,23.84,0.36,0.29,-9.77,0.44,0.46,-0.38,0.31,0.13,0.87,54.59,-20.58,0.64,-10.66,-251.22,99.05,121.40,10.10,48.37,-38.60,-6.25,61.47,-286.53,-63.71,217.14,15.11,75.36,18.07,29.16,-8.40
87.98,0,0,103.66,0.41,-0.19,-9.82,178.96,-2.39,23.84,0.40,0.17,-9.75,-0.34,0.70,-0.49,0.31,0.13,0.87,53.84,-20.29,-0.06,-10.31,-250.55,98.97,121.74,10.02,48.59,-38.70,-6.03,61.06,-287.22,-63.62,217.01,15.47,75.15,18.02,29.18,-8.40
88.01,0,0,103.66,0.41,-0.19,-9.82,178.96,-2.40,23.85,0.34,0.17,-9.80,-0.13,0.02,-0.46,0.31,0.14,0.87,53.33,-20.18,0.00,-10.43,-249.72,98.68,121.82,10.12,48.78,-38.71,-5.73,60.94,-287.22,-64.11,217.18,15.41,75.23,18.20,29.34,-8.26
88.04,0,0,103.66,0.43,-0.19,-9.82,178.95,-2.40,23.84,0.46,0.12,-9.81,-0.89,0.12,0.20,0.32,0.14,0.87,55.66,-20.04,0.14,-10.67,-249.16,98.56,122.02,10.12,48.99,-38.73,-6.21,61.24,-286.74,-64.09,217.37,15.33,75.39,18.21,29.52,-8.26
88.07,0,0,103.66,0.43,-0.19,-9.82,178.95,-2.41,23.84,0.42,0.10,-9.81,-0.34,-0.03,-0.60,0.32,0.14,0.87,55.65,-19.61,-0.17,-10.64,-248.90,98.33,122.24,10.12,49.10,-38.68,-6.69,61.71,-286.69,-64.49,217.86,14.97,75.54,18.32,29.66,-8.17
88.10,0,0,103.66,0.42,-0.19,-9.83,178.96,-2.41,23.86,0.25,0.24,-9.85,0.62,0.30,-0.20,0.32,0.14,0.87,54.62,-19.93,-0.23,-10.41,-249.11,98.28,122.20,9.97,49.04,-38.64,-6.59,61.57,-287.33,-64.45,217.68,15.96,75.32,18.27,29.52,-8.16
88.13,0,0,103.66,0.42,-0.19,-9.83,178.97,-2.41,23.84,0.41,0.17,-9.86,0.56,0.54,-0.15,0.32,0.14,0.87,54.76,-19.83,0.21,-10.71,-248.90,98.17,122.08,10.19,49.06,-38.61,-6.41,61.55,-287.11,-64.59,217.97,15.28,75.48,18.34,29.63,-8.11
88.18,0,0,103.66,0.44,-0.19,-9.83,178.97,-2.42,23.85,0.57,0.23,-9.77,-0.06,0.23,-0.48,0.31,0.14,0.87,56.72,-19.90,-0.10,-10.58,-248.85,98.08,122.23,9.97,49.11,-38.59,-6.11,61.71,-287.11,-64.90,218.04,14.24,75.53,18.43,29.67,-8.04
88.22,0,0,103.66,0.44,-0.19,-9.83,178.96,-2.41,23.84,0.45,0.21,-9.75,-0.63,-0.45,-0.45,0.32,0.13,0.87,56.52,-20.26,0.31,-10.44,-249.88,98.10,121.89,9.95,48.80,-38.45,-6.35,61.77,-287.11,-65.02,217.74,14.75,75.41,18.47,29.44,-8.01
88.24,0,0,103.66,0.44,-0.19,-9.83,178.97,-2.41,23.85,0.49,0.17,-9.81,0.22,0.23,-0.11,0.32,0.14,0.87,56.71,-20.21,0.39,-10.67,-249.31,98.20,121.88,10.10,48.92,-38.56,-6.15,61.67,-287.75,-65.05,217.89,14.99,75.31,18.45,29.47,-8.01
88.26,0,0,103.66,0.45,-0.19,-9.83,178.96,-2.41,23.85,0.45,0.17,-9.78,-0.48,0.20,0.24,0.32,0.14,0.87,57.38,-20.17,0.31,-10.73,-249.93,98.40,121.85,10.10,48.78,-38.54,-7.68,61.49,-287.70,-64.39,217.51,16.11,75.08,18.24,29.27,-8.16
88.28,0,0,103.66,0.44,-0.19,-9.83,178.96,-2.41,23.85,0.42,0.22,-9.80,0.01,0.44,-0.46,0.32,0.13,0.87,57.18,-20.32,0.31,-10.48,-250.14,98.54,121.80,10.02,48.72,-38.58,-6.67,61.89,-286.69,-64.30,217.41,14.96,75.38,18.24,29.37,-8.24
88.31,0,0,103.66,0.45,-0.19,-9.83,178.96,-2.41,23.84,0.58,0.20,-9.91,0.12,-0.18,-0.24,0.32,0.14,0.87,57.91,-20.31,0.48,-10.66,-251.01,98.95,121.50,10.10,48.44,-38.60,-6.96,61.71,-286.90,-64.05,217.26,15.18,75.26,18.15,29.15,-8.33
88.34,0,0,103.66,0.45,-0.19,-9.84,178.96,-2.42,23.85,0.49,0.13,-9.76,0.00,0.33,-0.31,0.32,0.14,0.87,57.20,-19.65,0.64,-10.67,-251.17,98.81,121.44,10.02,48.40,-38.51,-7.24,61.24,-286.69,-63.68,217.10,15.86,75.23,18.07,29.11,-8.35
88.38,0,0,103.66,0.45,-0.19,-9.84,178.97,-2.42,23.84,0.44,0.21,-9.78,0.73,0.34,-0.73,0.32,0.13,0.87,57.20,-19.70,0.72,-10.66,-250.81,98.85,121.42,10.17,48.47,-38.59,-6.41,61.31,-287.17,-63.83,216.95,15.26,75.11,18.09,29.10,-8.33
88.41,0,0,103.66,0.45,-0.18,-9.83,178.98,-2.42,23.85,0.62,0.15,-9.78,-0.00,0.31,-0.54,0.32,0.14,0.87,57.31,-19.08,0.41,-10.87,-251.63,99.09,121.33,10.25,48.25,-38.54,-6.41,61.14,-287.59,-63.79,216.63,15.62,74.89,18.06,28.87,-8.35
88.44,0,0,103.66,0.44,-0.18,-9.82,178.99,-2.42,23.85,0.18,0.22,-9.81,0.31,-0.22,0.05,0.32,0.14,0.87,56.95,-19.26,0.35,-10.31,-251.99,99.06,121.21,9.87,48.13,-38.52,-6.19,60.58,-287.22,-63.68,216.66,16.01,75.01,18.08,28.86,-8.37
88.47,0,0,103.66,0.44,-0.19,-9.81,178.99,-2.41,23.85,0.35,0.31,-9.81,-0.22,0.07,-0.22,0.32,0.14,0.87,56.79,-19.94,0.43,-10.56,-251.79,98.99,121.36,10.02,48.23,-38.50,-6.17,61.41,-287.59,-64.00,216.71,15.48,74.94,18.11,28.88,-8.32
88.50,0,0,103.66,0.43,-0.19,-9.81,178.98,-2.41,23.84,0.46,0.22,-9.90,-0.11,0.13,0.08,0.32,0.14,0.87,55.93,-20.22,0.41,-10.35,-250.76,98.89,121.42,10.02,48.45,-38.63,-6.49,61.25,-287.11,-64.33,216.99,15.41,75.14,18.27,29.11,-8.26
88.53,0,0,103.66,0.42,-0.19,-9.80,179.00,-2.40,23.86,0.30,0.19,-9.71,0.34,0.23,-0.76,0.32,0.14,0.87,54.87,-20.58,0.41,-10.29,-250.70,98.60,121.50,9.95,48.50,-38.53,-6.75,61.65,-287.11,-64.49,217.31,15.05,75.23,18.30,29.18,-8.20
88.56,0,0,103.66,0.42,-0.19,-9.80,179.01,-2.40,23.86,0.36,0.20,-9.72,0.05,0.45,-0.45,0.31,0.14,0.87,54.89,-20.11,1.01,-10.94,-249.78,98.43,121.70,10.32,48.80,-38.56,-7.18,61.37,-287.33,-64.59,217.75,15.50,75.30,18.33,29.39,-8.12
88.59,0,0,103.66,0.43,-0.19,-9.79,179.01,-2.40,23.87,0.61,0.17,-9.66,0.39,0.49,-0.64,0.33,0.14,0.87,56.04,-20.10,0.39,-10.37,-249.47,98.25,121.93,10.02,48.91,-38.58,-6.69,61.69,-286.69,-64.33,217.53,15.35,75.43,18.26,29.50,-8.18
88.62,0,0,103.66,0.43,-0.19,-9.79,179.02,-2.40,23.87,0.22,0.15,-9.74,-0.40,0.27,-0.49,0.31,0.13,0.86,55.38,-19.99,-0.10,-10.41,-248.69,98.13,122.17,10.04,49.12,-38.65,-6.49,61.27,-287.11,-64.45,217.68,15.88,75.38,18.31,29.60,-8.13
88.65,0,0,103.66,0.42,-0.19,-9.79,179.01,-2.41,23.87,0.39,0.22,-9.87,-0.09,0.44,-0.25,0.32,0.14,0.87,55.03,-20.50,-0.02,-10.58,-249.11,98.09,122.32,10.04,49.10,-38.55,-6.11,61.45,-286.69,-64.76,217.86,14.60,75.58,18.43,29.68,-8.06
88.68,0,0,103.66,0.43,-0.20,-9.80,179.01,-2.41,23.86,0.49,0.20,-9.89,-0.10,0.75,0.23,0.32,0.14,0.87,55.35,-21.01,0.06,-10.35,-248.49,98.09,122.33,10.04,49.24,-38.67,-6.39,61.89,-287.33,-64.75,217.96,14.82,75.43,18.36,29.69,-8.09
88.71,0,0,103.66,0.44,-0.20,-9.80,179.02,-2.41,23.88,0.50,0.21,-9.93,-0.11,0.28,-0.41,0.32,0.14,0.87,56.63,-20.86,-0.25,-10.25,-248.64,98.28,122.21,9.97,49.13,-38.73,-6.84,61.73,-287.70,-64.50,218.09,15.73,75.34,18.26,29.60,-8.16
88.74,0,0,103.66,0.44,-0.20,-9.80,179.02,-2.42,23.88,0.40,0.21,-9.86,-0.08,0.12,-0.36,0.32,0.13,0.87,56.61,-21.06,0.14,-10.46,-249.11,98.31,121.96,10.12,48.97,-38.65,-7.18,61.33,-286.27,-64.22,217.96,15.35,75.65,18.28,29.65,-8.21
88.78,0,0,103.66,0.44,-0.19,-9.80,179.03,-2.42,23.90,0.53,0.13,-9.76,0.22,0.06,-0.78,0.31,0.14,0.87,56.41,-20.55,0.08,-10.37,-249.72,98.51,122.04,9.97,48.88,-38.64,-6.79,61.51,-286.90,-64.34,217.78,15.50,75.45,18.27,29.49,-8.22
88.80,0,0,103.66,0.44,-0.19,-9.81,179.02,-2.42,23.92,0.47,0.20,-9.83,-0.52,0.34,-0.77,0.32,0.14,0.87,56.47,-20.47,0.15,-10.44,-249.31,98.75,121.96,10.12,48.93,-38.80,-6.47,61.75,-286.74,-63.92,217.70,15.33,75.48,18.11,29.55,-8.36
88.83,0,0,103.66,0.43,-0.20,-9.81,179.01,-2.43,23.91,0.39,0.26,-9.86,-0.44,0.75,0.27,0.32,0.14,0.87,55.92,-20.96,-0.08,-10.37,-249.93,98.64,121.97,10.04,48.80,-38.66,-5.87,61.57,-286.96,-64.11,217.40,14.80,75.36,18.18,29.41,-8.28
88.86,0,0,103.66,0.42,-0.20,-9.82,179.01,-2.43,23.91,0.29,0.24,-9.98,-0.25,0.28,-0.05,0.32,0.14,0.87,55.04,-21.27,0.00,-10.27,-249.88,98.63,121.78,9.89,48.74,-38.67,-6.37,61.55,-286.90,-64.24,217.34,15.33,75.32,18.23,29.36,-8.26
88.89,0,0,103.66,0.42,-0.20,-9.83,179.01,-2.43,23.92,0.38,0.23,-9.98,-0.16,0.28,-0.59,0.32,0.14,0.87,54.78,-21.33,0.64,-10.54,-250.34,98.56,121.65,10.02,48.64,-38.55,-6.73,61.79,-286.48,-64.09,217.38,14.80,75.43,18.19,29.35,-8.27
88.92,0,0,103.66,0.41,-0.20,-9.83,179.01,-2.44,23.93,0.35,0.26,-9.94,0.23,0.46,-0.53,0.32,0.13,0.87,53.57,-21.62,-0.29,-10.12,-250.29,98.64,121.88,9.82,48.67,-38.63,-6.55,61.35,-287.54,-64.12,217.41,15.71,75.17,18.16,29.25,-8.27
88.95,0,0,103.66,0.41,-0.21,-9.83,179.02,-2.44,23.95,0.54,0.18,-9.78,-0.03,0.54,-0.37,0.32,0.14,0.87,53.84,-21.89,0.46,-10.71,-250.34,98.48,121.76,10.17,48.67,-38.51,-5.35,61.49,-287.38,-64.44,217.16,14.35,75.21,18.27,29.26,-8.16
88.98,0,0,103.66,0.40,-0.20,-9.83,179.02,-2.44,23.95,0.26,0.15,-9.74,-0.59,0.27,-0.01,0.32,0.14,0.87,52.93,-21.59,0.23,-10.37,-250.09,98.43,121.92,9.95,48.77,-38.55,-5.53,61.47,-287.17,-64.48,217.25,14.35,75.28,18.30,29.35,-8.16
89.01,0,0,103.66,0.39,-0.21,-9.83,179.02,-2.45,23.95,0.36,0.25,-9.84,-0.04,0.20,-0.21,0.31,0.14,0.87,51.57,-22.10,0.31,-10.73,-249.72,98.35,121.81,10.10,48.80,-38.55,-7.28,61.39,-287.27,-64.20,217.49,16.18,75.22,18.20,29.34,-8.19
89.04,0,0,103.66,0.41,-0.21,-9.83,179.02,-2.45,23.95,0.49,0.20,-9.83,0.07,0.40,-0.42,0.32,0.14,0.87,53.21,-21.99,0.46,-10.64,-249.93,98.43,121.76,9.95,48.75,-38.56,-6.55,61.35,-287.54,-64.04,217.19,16.01,75.09,18.13,29.26,-8.23
89.07,0,0,103.66,0.41,-0.20,-9.84,179.02,-2.45,23.95,0.35,0.17,-9.89,-0.43,0.30,0.28,0.31,0.14,0.86,53.18,-21.25,0.46,-10.56,-249.93,98.48,121.76,10.02,48.75,-38.58,-6.03,61.77,-287.11,-64.50,217.45,14.67,75.33,18.29,29.37,-8.18
89.10,0,0,103.66,0.41,-0.20,-9.83,179.02,-2.45,23.95,0.48,0.15,-9.85,-0.15,0.24,-0.30,0.31,0.14,0.87,53.29,-20.91,0.25,-10.33,-250.34,98.52,121.70,10.02,48.63,-38.55,-6.45,61.57,-287.75,-64.57,217.67,14.97,75.21,18.29,29.26,-8.16
89.13,0,0,103.66,0.41,-0.20,-9.84,179.03,-2.45,23.96,0.34,0.18,-9.82,0.05,0.12,-0.66,0.32,0.14,0.87,53.49,-20.85,0.33,-10.41,-250.29,98.47,121.66,9.95,48.63,-38.53,-6.27,61.31,-286.96,-64.35,217.25,15.35,75.28,18.28,29.28,-8.19
89.16,0,0,103.66,0.42,-0.20,-9.84,179.03,-2.47,23.96,0.47,0.17,-9.73,-0.20,1.03,-0.46,0.31,0.14,0.86,54.05,-20.68,0.39,-10.18,-250.09,98.48,121.76,9.95,48.72,-38.59,-6.77,61.45,-287.11,-64.12,217.41,15.33,75.27,18.18,29.32,-8.25
89.19,0,0,103.66,0.40,-0.20,-9.84,179.02,-2.47,23.97,0.39,0.15,-9.77,-0.10,0.46,-0.32,0.32,0.14,0.87,52.86,-20.58,0.46,-10.71,-249.93,98.52,121.74,10.17,48.75,-38.59,-6.96,61.29,-286.69,-64.23,217.23,15.13,75.30,18.26,29.35,-8.22
89.22,0,0,103.66,0.41,-0.19,-9.85,179.02,-2.48,23.98,0.27,0.10,-9.77,-0.12,1.29,-0.56,0.32,0.14,0.87,53.14,-20.32,0.15,-10.73,-249.98,98.70,121.92,10.12,48.78,-38.65,-6.41,61.35,-287.11,-64.54,217.38,14.97,75.28,18.33,29.36,-8.19
89.25,0,0,103.66,0.40,-0.19,-9.84,179.03,-2.48,23.98,0.20,0.19,-9.70,0.02,0.61,-0.43,0.32,0.14,0.87,52.18,-20.16,0.39,-10.94,-249.98,98.70,121.81,10.25,48.76,-38.63,-7.26,60.90,-287.11,-63.86,217.29,16.31,75.19,18.13,29.30,-8.29
89.28,0,0,103.66,0.40,-0.19,-9.83,179.02,-2.47,23.99,0.44,0.12,-9.79,-0.35,-0.37,-0.13,0.32,0.14,0.87,51.94,-19.74,-0.08,-10.66,-250.19,98.74,121.85,10.19,48.70,-38.64,-6.51,61.57,-287.11,-64.15,217.33,14.96,75.25,18.18,29.30,-8.28
89.31,0,0,103.66,0.39,-0.19,-9.83,179.01,-2.48,24.00,0.37,0.25,-9.93,0.07,0.56,-0.56,0.31,0.14,0.86,51.25,-19.94,0.33,-10.54,-250.55,98.63,121.69,10.02,48.59,-38.55,-6.21,61.06,-287.17,-64.15,217.11,15.79,75.18,18.21,29.21,-8.24
89.34,0,0,103.66,0.38,-0.19,-9.83,179.01,-2.48,23.99,0.21,0.22,-9.86,-0.66,-0.09,-0.73,0.32,0.14,0.87,50.22,-19.97,0.25,-10.16,-250.91,98.76,121.64,9.87,48.50,-38.58,-6.57,60.92,-286.96,-63.93,216.84,15.56,75.12,18.16,29.11,-8.31
89.37,0,0,103.66,0.37,-0.19,-9.83,179.01,-2.47,24.00,0.31,0.15,-9.62,0.13,0.15,-0.41,0.32,0.14,0.87,49.07,-20.10,0.25,-10.00,-250.70,98.82,121.68,9.80,48.55,-38.64,-6.73,61.31,-286.74,-64.05,217.21,15.11,75.29,18.19,29.23,-8.32
